age,workclass,education,marital_status,occupation,race,sex,hours_per_week,capital_gain,capital_loss,native_country,income
65,State-gov,HS Graduate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,18,7036,4728,Canada,<=50K
36,Private,HS Graduate,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,58,351,4610,United-States,<=50K
21,Local-gov,Doctorate,Divorced,Prof-specialty,Asian-Pac-Islander,Male,54,4588,1082,Germany,>50K
52,Private,Some College,Widowed,Tech-support,Other,Male,71,9020,3010,United-States,>50K
81,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,89,5507,2730,Canada,>50K
66,Federal-gov,11th Grade,Never-married,Exec-managerial,Amer-Indian-Eskimo,Male,21,8512,3468,Germany,<=50K
34,Local-gov,Some College,Married-spouse-absent,Other-service,Asian-Pac-Islander,Male,98,961,1807,Germany,>50K
61,Federal-gov,Some College,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,87,4540,4112,Germany,>50K
47,Self-emp-inc,Masters,Never-married,Craft-repair,Asian-Pac-Islander,Male,16,7721,87,Mexico,<=50K
63,Private,HS Graduate,Never-married,Sales,White,Female,91,6674,3171,Germany,<=50K
23,Local-gov,10th Grade,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,13,7831,612,United-States,>50K
54,Local-gov,10th Grade,Married-spouse-absent,Craft-repair,White,Male,13,5608,4306,Germany,<=50K
41,Self-emp-not-inc,11th Grade,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,89,6401,3757,Philippines,>50K
63,Private,10th Grade,Divorced,Exec-managerial,White,Female,42,8782,3600,Mexico,<=50K
70,Self-emp-inc,10th Grade,Never-married,Tech-support,Amer-Indian-Eskimo,Female,97,3919,1902,Philippines,>50K
77,Federal-gov,Doctorate,Married-spouse-absent,Sales,Black,Female,81,3120,1979,Philippines,>50K
80,Self-emp-inc,Bachelors,Never-married,Sales,Black,Female,25,301,4605,United-States,<=50K
49,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Amer-Indian-Eskimo,Male,18,2840,1557,Mexico,<=50K
50,Self-emp-inc,10th Grade,Widowed,Other-service,Asian-Pac-Islander,Male,82,4813,3584,Germany,>50K
84,Federal-gov,11th Grade,Divorced,Exec-managerial,White,Male,53,9586,2535,United-States,>50K
35,Private,11th Grade,Divorced,Prof-specialty,Other,Female,49,291,4736,Philippines,<=50K
42,State-gov,Masters,Divorced,Sales,Asian-Pac-Islander,Male,80,2896,4344,United-States,>50K
71,Self-emp-not-inc,11th Grade,Divorced,Other-service,White,Female,27,358,2401,United-States,<=50K
75,Local-gov,11th Grade,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,74,8762,4220,Mexico,>50K
84,Local-gov,Doctorate,Never-married,Sales,Amer-Indian-Eskimo,Female,24,2996,2962,United-States,<=50K
63,Private,Doctorate,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,24,5347,3969,Mexico,>50K
41,State-gov,HS Graduate,Separated,Craft-repair,Asian-Pac-Islander,Female,65,1837,684,Germany,<=50K
49,Self-emp-inc,10th Grade,Divorced,Craft-repair,Asian-Pac-Islander,Male,32,7885,329,Germany,<=50K
64,Local-gov,HS Graduate,Widowed,Exec-managerial,White,Male,83,3063,3212,Canada,>50K
40,Self-emp-not-inc,11th Grade,Married-civ-spouse,Other-service,Black,Male,73,3717,2540,Mexico,>50K
83,State-gov,Bachelors,Widowed,Exec-managerial,Amer-Indian-Eskimo,Male,5,3580,2458,United-States,>50K
44,Federal-gov,11th Grade,Never-married,Craft-repair,Asian-Pac-Islander,Female,22,2130,1922,Canada,>50K
19,Self-emp-inc,Some College,Married-spouse-absent,Exec-managerial,Other,Female,54,5395,4,Mexico,>50K
34,State-gov,11th Grade,Separated,Tech-support,Black,Male,56,4138,1365,Germany,>50K
50,Federal-gov,10th Grade,Never-married,Sales,White,Male,24,263,3584,United-States,>50K
26,State-gov,Bachelors,Never-married,Tech-support,Amer-Indian-Eskimo,Male,30,5196,1461,Mexico,>50K
60,State-gov,10th Grade,Married-spouse-absent,Craft-repair,Black,Female,12,7437,970,Philippines,>50K
65,Self-emp-inc,11th Grade,Divorced,Exec-managerial,Other,Male,80,9404,865,United-States,<=50K
56,Self-emp-not-inc,Bachelors,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,12,1507,4988,United-States,>50K
59,Federal-gov,11th Grade,Married-spouse-absent,Other-service,Black,Male,21,948,913,Mexico,<=50K
43,Self-emp-not-inc,HS Graduate,Widowed,Craft-repair,Asian-Pac-Islander,Female,11,1617,4207,Mexico,<=50K
67,Federal-gov,10th Grade,Divorced,Prof-specialty,Asian-Pac-Islander,Female,85,7915,1565,Canada,>50K
42,Self-emp-inc,Some College,Never-married,Sales,Asian-Pac-Islander,Male,2,1200,544,Canada,>50K
41,Self-emp-not-inc,10th Grade,Separated,Exec-managerial,Asian-Pac-Islander,Male,91,4784,1730,United-States,>50K
30,Self-emp-inc,Doctorate,Married-civ-spouse,Tech-support,Other,Male,42,2383,1193,United-States,<=50K
77,State-gov,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Male,25,6080,3234,United-States,<=50K
24,State-gov,Doctorate,Never-married,Other-service,Amer-Indian-Eskimo,Male,75,765,835,Philippines,<=50K
74,Self-emp-inc,HS Graduate,Never-married,Tech-support,Other,Female,17,3395,2735,Mexico,>50K
53,Federal-gov,Some College,Widowed,Sales,Other,Female,97,1789,1472,Mexico,>50K
62,State-gov,Bachelors,Married-civ-spouse,Craft-repair,White,Male,84,8260,3796,United-States,>50K
37,Federal-gov,Masters,Separated,Exec-managerial,Asian-Pac-Islander,Female,90,9102,4779,United-States,<=50K
82,Self-emp-not-inc,Some College,Never-married,Tech-support,Black,Female,56,1023,3161,Mexico,<=50K
25,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Other,Female,64,9488,658,United-States,<=50K
33,State-gov,Some College,Never-married,Prof-specialty,White,Female,53,7169,2794,Mexico,>50K
31,State-gov,Some College,Married-spouse-absent,Exec-managerial,Black,Male,15,7951,1238,Germany,>50K
32,Private,11th Grade,Married-civ-spouse,Craft-repair,Black,Male,83,6709,629,Mexico,>50K
83,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Other,Male,1,2579,4380,Mexico,>50K
49,Self-emp-inc,Doctorate,Widowed,Craft-repair,Black,Female,89,1943,1286,United-States,<=50K
80,Private,10th Grade,Widowed,Sales,Asian-Pac-Islander,Male,98,4203,1625,Mexico,>50K
68,Self-emp-not-inc,10th Grade,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,41,9294,3046,Philippines,>50K
42,Private,Bachelors,Divorced,Exec-managerial,Black,Male,56,5332,1283,Germany,>50K
75,Private,Masters,Never-married,Exec-managerial,Asian-Pac-Islander,Female,32,9594,1427,Canada,<=50K
80,Local-gov,10th Grade,Widowed,Sales,Asian-Pac-Islander,Female,77,1985,1219,Germany,<=50K
79,Local-gov,HS Graduate,Married-spouse-absent,Craft-repair,Other,Female,19,6313,4623,United-States,>50K
39,Private,10th Grade,Married-civ-spouse,Exec-managerial,White,Female,40,313,4383,Mexico,<=50K
75,Local-gov,Some College,Married-spouse-absent,Other-service,Black,Male,50,6060,433,Philippines,>50K
75,Local-gov,HS Graduate,Divorced,Tech-support,Asian-Pac-Islander,Male,21,4615,3547,Canada,<=50K
66,Private,HS Graduate,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,82,718,709,United-States,<=50K
69,Federal-gov,HS Graduate,Separated,Sales,White,Male,8,4974,2877,Philippines,>50K
59,Local-gov,10th Grade,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,19,4584,3181,Mexico,<=50K
87,Private,Masters,Separated,Sales,Black,Male,58,5859,4701,Philippines,<=50K
32,Federal-gov,Doctorate,Widowed,Other-service,Other,Female,21,4917,995,United-States,>50K
71,State-gov,Bachelors,Widowed,Sales,Other,Female,55,3966,1711,Germany,>50K
77,Local-gov,HS Graduate,Married-civ-spouse,Craft-repair,White,Female,35,6780,4839,Canada,<=50K
25,Private,Masters,Widowed,Exec-managerial,Black,Female,51,7406,4934,Germany,>50K
70,Local-gov,Some College,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,85,656,345,Germany,<=50K
77,Federal-gov,Some College,Married-spouse-absent,Exec-managerial,Black,Male,67,9971,1472,Philippines,>50K
22,Private,Bachelors,Married-civ-spouse,Craft-repair,Other,Female,30,9411,2592,Mexico,>50K
85,Federal-gov,11th Grade,Separated,Craft-repair,Amer-Indian-Eskimo,Female,95,4312,4491,Mexico,>50K
23,State-gov,HS Graduate,Never-married,Exec-managerial,Asian-Pac-Islander,Female,3,7613,3780,Philippines,>50K
64,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,30,194,3416,Canada,<=50K
72,Self-emp-not-inc,HS Graduate,Never-married,Sales,Amer-Indian-Eskimo,Male,46,3787,830,Philippines,<=50K
57,Self-emp-inc,10th Grade,Divorced,Tech-support,Amer-Indian-Eskimo,Female,42,6655,426,United-States,>50K
69,Local-gov,Masters,Widowed,Craft-repair,Asian-Pac-Islander,Female,61,6090,1639,Germany,>50K
33,Federal-gov,HS Graduate,Divorced,Sales,Other,Male,4,352,3165,Philippines,<=50K
30,Private,Masters,Divorced,Exec-managerial,Other,Female,63,2400,2469,Canada,<=50K
47,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,48,1121,482,Mexico,>50K
36,Local-gov,11th Grade,Divorced,Exec-managerial,Amer-Indian-Eskimo,Male,94,8539,192,United-States,<=50K
34,Private,Some College,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,27,1536,3321,United-States,>50K
80,Self-emp-inc,Some College,Widowed,Tech-support,White,Male,5,5317,3970,Philippines,>50K
36,Federal-gov,Doctorate,Widowed,Craft-repair,Asian-Pac-Islander,Male,93,4190,1639,United-States,>50K
75,Self-emp-not-inc,Doctorate,Divorced,Prof-specialty,White,Female,53,376,4777,Germany,<=50K
72,State-gov,11th Grade,Married-civ-spouse,Prof-specialty,Black,Female,95,3617,4110,Canada,<=50K
79,State-gov,10th Grade,Separated,Exec-managerial,Asian-Pac-Islander,Female,50,7756,239,United-States,<=50K
40,Local-gov,Masters,Separated,Sales,Black,Male,73,5240,3647,Philippines,<=50K
26,Local-gov,Bachelors,Never-married,Other-service,Black,Male,47,7778,475,Canada,<=50K
29,Federal-gov,11th Grade,Never-married,Other-service,Amer-Indian-Eskimo,Male,24,9879,4022,Philippines,<=50K
18,Self-emp-inc,Doctorate,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Male,12,2109,2166,United-States,<=50K
75,Self-emp-inc,Some College,Never-married,Prof-specialty,White,Male,82,876,2559,Canada,<=50K
18,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Other,Female,2,7586,2424,Philippines,<=50K
51,Self-emp-not-inc,HS Graduate,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,42,5882,2063,Mexico,<=50K
65,Federal-gov,11th Grade,Never-married,Tech-support,Other,Female,73,8575,4299,Germany,<=50K
18,Private,HS Graduate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,24,6366,614,Mexico,>50K
33,Self-emp-inc,11th Grade,Divorced,Other-service,Black,Male,59,6494,4062,United-States,>50K
78,Private,10th Grade,Married-civ-spouse,Other-service,Other,Male,6,4324,3159,Canada,<=50K
81,Private,HS Graduate,Married-spouse-absent,Exec-managerial,Asian-Pac-Islander,Male,69,9258,4237,Mexico,<=50K
80,Federal-gov,10th Grade,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,64,6451,2322,United-States,>50K
86,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Asian-Pac-Islander,Female,33,6744,2047,United-States,<=50K
39,Private,Masters,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,41,4448,4954,Germany,>50K
84,Federal-gov,Bachelors,Separated,Craft-repair,Amer-Indian-Eskimo,Female,24,216,4033,Canada,>50K
43,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,71,7520,641,Canada,>50K
33,Private,HS Graduate,Married-civ-spouse,Craft-repair,Other,Female,65,6844,432,Mexico,<=50K
68,Private,HS Graduate,Widowed,Exec-managerial,Black,Male,40,2354,457,Germany,>50K
74,Self-emp-not-inc,11th Grade,Widowed,Sales,Other,Female,8,3593,2775,Philippines,<=50K
46,State-gov,11th Grade,Married-spouse-absent,Exec-managerial,White,Female,33,4311,616,Philippines,<=50K
86,Self-emp-not-inc,11th Grade,Never-married,Exec-managerial,White,Female,35,151,1341,Canada,>50K
64,Local-gov,HS Graduate,Never-married,Exec-managerial,Asian-Pac-Islander,Female,24,1521,2293,Philippines,<=50K
79,Local-gov,11th Grade,Divorced,Craft-repair,Asian-Pac-Islander,Male,63,6088,4595,Germany,>50K
86,Federal-gov,10th Grade,Divorced,Exec-managerial,Asian-Pac-Islander,Female,3,911,4608,Philippines,<=50K
33,Federal-gov,11th Grade,Widowed,Prof-specialty,White,Male,68,1228,756,Philippines,>50K
65,Self-emp-inc,11th Grade,Widowed,Other-service,Other,Female,92,5218,1363,Canada,<=50K
56,Local-gov,11th Grade,Never-married,Other-service,Asian-Pac-Islander,Male,8,7291,4032,Canada,>50K
50,Self-emp-not-inc,Doctorate,Widowed,Sales,Amer-Indian-Eskimo,Male,88,5683,4845,Philippines,<=50K
40,Local-gov,HS Graduate,Married-civ-spouse,Tech-support,White,Female,10,2957,3504,Philippines,<=50K
27,State-gov,HS Graduate,Married-civ-spouse,Exec-managerial,Other,Male,59,8288,1189,Philippines,<=50K
86,Federal-gov,Bachelors,Widowed,Exec-managerial,White,Male,86,6355,4905,United-States,>50K
51,State-gov,HS Graduate,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,7,9125,764,Canada,<=50K
69,Federal-gov,Some College,Never-married,Tech-support,Amer-Indian-Eskimo,Female,89,1839,1802,Germany,>50K
27,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other,Female,59,4497,1406,Philippines,<=50K
36,Federal-gov,11th Grade,Married-spouse-absent,Tech-support,Black,Female,51,7819,1578,Canada,<=50K
75,Self-emp-not-inc,HS Graduate,Divorced,Exec-managerial,Asian-Pac-Islander,Female,28,3471,1748,Mexico,>50K
18,State-gov,11th Grade,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,40,7489,395,Philippines,<=50K
86,Private,Bachelors,Widowed,Exec-managerial,Black,Female,93,9813,4788,Canada,>50K
21,Federal-gov,Masters,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Male,71,5206,552,Germany,<=50K
33,Local-gov,Doctorate,Never-married,Other-service,Black,Female,76,9021,4508,Germany,<=50K
41,Private,Doctorate,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,38,8692,3724,Germany,<=50K
19,Local-gov,HS Graduate,Divorced,Craft-repair,Other,Female,84,7771,3674,Mexico,<=50K
49,Federal-gov,Masters,Divorced,Other-service,Amer-Indian-Eskimo,Female,97,8011,1502,Philippines,>50K
41,Self-emp-not-inc,11th Grade,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,38,2481,1297,Philippines,<=50K
29,Private,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,4,2491,2041,Germany,<=50K
67,Private,Some College,Widowed,Exec-managerial,White,Male,20,5531,2556,United-States,<=50K
52,Federal-gov,Doctorate,Widowed,Tech-support,Other,Female,35,577,3491,Canada,>50K
50,State-gov,Masters,Divorced,Other-service,Asian-Pac-Islander,Female,2,8261,3718,United-States,>50K
50,Federal-gov,Some College,Widowed,Tech-support,Amer-Indian-Eskimo,Male,83,1949,463,United-States,<=50K
78,Federal-gov,Masters,Never-married,Exec-managerial,Other,Male,40,325,169,Mexico,>50K
68,Self-emp-inc,10th Grade,Separated,Other-service,White,Male,80,4406,812,Canada,>50K
60,Self-emp-not-inc,HS Graduate,Widowed,Tech-support,Other,Male,80,6586,2887,United-States,>50K
29,State-gov,Masters,Never-married,Sales,Amer-Indian-Eskimo,Female,66,4482,1804,Mexico,>50K
84,Self-emp-not-inc,10th Grade,Separated,Other-service,Other,Male,21,7987,1101,Canada,<=50K
82,Federal-gov,10th Grade,Separated,Craft-repair,Amer-Indian-Eskimo,Male,17,4062,1625,Germany,<=50K
50,Self-emp-inc,HS Graduate,Divorced,Tech-support,Other,Male,21,6473,4914,United-States,>50K
57,Federal-gov,Doctorate,Married-spouse-absent,Prof-specialty,Other,Female,40,6359,4190,Mexico,<=50K
60,Federal-gov,Some College,Divorced,Exec-managerial,Other,Male,32,5958,2441,United-States,<=50K
61,Self-emp-not-inc,Some College,Never-married,Exec-managerial,White,Female,72,9447,3380,United-States,>50K
46,Self-emp-inc,11th Grade,Divorced,Other-service,Amer-Indian-Eskimo,Female,76,4036,1733,Philippines,>50K
30,Self-emp-not-inc,11th Grade,Separated,Prof-specialty,Amer-Indian-Eskimo,Male,58,654,4787,Canada,>50K
29,Federal-gov,Masters,Never-married,Exec-managerial,White,Male,23,3025,3504,Canada,>50K
63,Local-gov,Bachelors,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,48,3926,4039,Mexico,<=50K
19,Private,Some College,Married-spouse-absent,Sales,White,Female,80,9976,895,Canada,>50K
52,State-gov,Some College,Married-spouse-absent,Craft-repair,Other,Female,91,4626,415,Germany,<=50K
25,Federal-gov,Bachelors,Never-married,Other-service,White,Male,71,7788,3378,Germany,<=50K
43,State-gov,10th Grade,Married-spouse-absent,Other-service,Black,Female,79,3846,4333,Philippines,<=50K
51,Self-emp-inc,Some College,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,8,7653,295,Canada,>50K
24,Local-gov,HS Graduate,Divorced,Prof-specialty,White,Female,87,5213,3603,United-States,<=50K
85,State-gov,Masters,Married-spouse-absent,Tech-support,Other,Female,50,1518,4937,Philippines,<=50K
75,State-gov,Masters,Divorced,Exec-managerial,Black,Female,33,6876,2299,United-States,<=50K
46,Self-emp-inc,11th Grade,Divorced,Tech-support,Black,Male,94,8261,950,Mexico,<=50K
53,Federal-gov,Bachelors,Widowed,Exec-managerial,White,Male,55,7822,4439,United-States,<=50K
38,Federal-gov,Doctorate,Married-spouse-absent,Tech-support,Other,Female,23,7858,1462,United-States,<=50K
53,Private,Some College,Married-spouse-absent,Prof-specialty,White,Male,54,2654,1417,Canada,<=50K
27,Self-emp-inc,Some College,Widowed,Tech-support,Other,Male,54,5388,2682,Germany,<=50K
41,Local-gov,HS Graduate,Widowed,Sales,Black,Female,52,5320,2788,Mexico,>50K
81,Private,Masters,Never-married,Prof-specialty,Black,Female,43,6721,1985,United-States,>50K
66,Self-emp-inc,Masters,Divorced,Sales,Amer-Indian-Eskimo,Male,88,8419,3846,Philippines,<=50K
53,Federal-gov,11th Grade,Widowed,Sales,Other,Female,63,539,4263,Philippines,>50K
41,Private,Doctorate,Never-married,Exec-managerial,Other,Female,67,1190,2713,Canada,<=50K
40,Federal-gov,Doctorate,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,14,4157,1077,Mexico,<=50K
79,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,Other,Female,2,6099,2359,Germany,<=50K
54,Self-emp-not-inc,HS Graduate,Never-married,Sales,Black,Female,70,8359,4749,Philippines,<=50K
29,Private,Doctorate,Married-civ-spouse,Other-service,White,Male,57,392,2815,Mexico,<=50K
72,Private,Some College,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,96,9394,1145,Mexico,<=50K
30,Self-emp-inc,Bachelors,Separated,Other-service,White,Male,83,6929,763,Germany,<=50K
40,Local-gov,HS Graduate,Never-married,Sales,Asian-Pac-Islander,Male,74,6379,2211,Canada,<=50K
47,Local-gov,Some College,Married-spouse-absent,Other-service,Other,Female,34,921,1527,Canada,<=50K
34,Self-emp-not-inc,10th Grade,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,26,6939,3948,Canada,>50K
79,Self-emp-not-inc,Some College,Widowed,Other-service,Asian-Pac-Islander,Female,25,6145,2441,Mexico,>50K
30,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,Other,Female,61,1276,368,Philippines,>50K
76,Federal-gov,10th Grade,Married-civ-spouse,Sales,White,Male,68,471,883,United-States,>50K
36,Local-gov,10th Grade,Never-married,Other-service,White,Male,59,280,4590,Germany,>50K
66,Private,Some College,Never-married,Other-service,Amer-Indian-Eskimo,Female,19,583,2882,United-States,>50K
29,Self-emp-not-inc,11th Grade,Never-married,Other-service,White,Male,2,2974,2686,Canada,>50K
78,State-gov,Doctorate,Divorced,Prof-specialty,White,Male,47,366,4275,Germany,<=50K
36,Self-emp-inc,Bachelors,Married-spouse-absent,Other-service,Other,Female,50,4705,1052,United-States,>50K
26,Private,11th Grade,Married-civ-spouse,Craft-repair,White,Female,30,6779,4132,Mexico,<=50K
88,Private,Some College,Married-spouse-absent,Prof-specialty,White,Male,54,651,712,Germany,<=50K
45,Private,11th Grade,Never-married,Tech-support,Amer-Indian-Eskimo,Male,16,8212,1929,United-States,<=50K
69,Local-gov,Some College,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,39,6627,3696,Philippines,<=50K
33,Self-emp-not-inc,10th Grade,Divorced,Sales,White,Male,73,1163,3948,Canada,<=50K
86,Self-emp-inc,Masters,Never-married,Tech-support,Asian-Pac-Islander,Female,79,6557,734,Mexico,<=50K
29,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,78,3650,3242,Germany,>50K
42,Self-emp-inc,HS Graduate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,39,4432,4210,Mexico,<=50K
